,TITLE,POSTED DATE,PRICE,BEDS,BATHS,SQUARE FOOT,ADDRESS,FEATURES,LATITUDE,LONGITUDE,IMAGE LINK
90,SS Appliances + H/W Floors + Granite + 2 Bedroom 2 BA in Koreatown,Mar  6,2300,2,2,883,514 South Catalina St.,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. laundry on site 5. no parking ,34.065401,-118.295400,https://images.craigslist.org/00L0L_gt9Stvp9YcX_600x450.jpg
91,"Upgraded 2 Bedroom in The Miracle Mile, SS Appliances, Fireplace",Mar  6,2695,2,2,900,South Detroit Street at West 6th Street,1. apartment 2. laundry on site 3. detached garage ,34.064810,-118.345410,https://images.craigslist.org/00T0T_l2x2UgmU00L_600x450.jpg
92,3 bedroom 2 bath 2 story home! Must See!!,Mar  6,2995,3,2,,,1. cats are OK - purrr 2. dogs are OK - wooof 3. house 4. w/d in unit 5. attached garage ,34.137800,-118.242500,https://images.craigslist.org/00b0b_4aut35wU7cH_600x450.jpg
93,"1 BD, Come Get Your New Home Today!☺",Mar  6,1723,1,1,772,1825 Foothill Boulevard,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit ,34.115103,-117.770685,https://images.craigslist.org/00k0k_j87VgSnJ4vD_600x450.jpg
94,Studio with a Storage Unit! Visit Eighth and Grand This Week!,Mar  6,2287,0,1,,,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit 5. no smoking 6. attached garage ,34.046512,-118.257002,https://images.craigslist.org/00q0q_8l8OV30Rp5B_600x450.jpg
95,Glendale’s new premier address - Next On Lex,Mar  6,2485,0,1,569,275 W. Lexington Dr.,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit 5. no smoking 6. attached garage 7. wheelchair accessible ,34.151700,-118.263600,https://images.craigslist.org/00Q0Q_890o91ixopE_600x450.jpg
96,"Mariposa Apartments...Nice, Clean one bedroom available! CALL NOW!",Mar  6,1650,1,1,650,523 S. Mariposa Ave.,1. cats are OK - purrr 2. apartment 3. laundry on site 4. carport ,34.064606,-118.299279,https://images.craigslist.org/00w0w_5QRuEbbXcFR_600x450.jpg
97,FABULOUS 2 BED 2 BATH IN GREAT LOCATION,Mar  6,2100,2,2,1000,5426 Harold Way,1. apartment 2. laundry in bldg 3. attached garage ,34.099309,-118.308454,https://images.craigslist.org/00H0H_jAdmrPmUvB5_600x450.jpg
98,2BR/2BA 1007 SQ. FT. 1-MONTH FREE! AVAILABLE 4/2/19!,Mar  6,2995,2,2,1007,712 E Walnut Street,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit 5. no smoking 6. off-street parking 7. wheelchair accessible ,34.149607,-118.136320,https://images.craigslist.org/00404_lFAYw9kjQto_600x450.jpg
99,OPEN HOUSE! SPACIOUS ONE BEDROOM APARTMENT IN A PET FRIENDLY BUILDING!,Mar  6,1850,1,1,700,1253 N. Las Palmas Ave,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. laundry in bldg 5. carport ,34.093511,-118.336410,https://images.craigslist.org/01616_8Xt0MT63Dlx_600x450.jpg
100,"Studio Apartment-Art-Deco Charm,Prime Melrose Hill ID#7",Mar  6,1300,0,1,410,129 N. Oxford Ave,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. laundry on site 5. street parking ,34.074092,-118.308109,https://images.craigslist.org/00w0w_apZABly0hil_600x450.jpg
101,Urban hillside living at its best,Mar  6,2550,2,2,,,1. cats are OK - purrr 2. dogs are OK - wooof 3. furnished 4. apartment 5. wheelchair accessible ,34.112100,-118.259400,https://images.craigslist.org/00A0A_hCdGafzrami_600x450.jpg
102,"Pedal- Bike Storage Repair Room, BBQ Grills, 24-Hour Courtesy Patrol",Mar  6,2610,1,1,725,424 West Pico,1. apartment ,34.039074,-118.264610,https://images.craigslist.org/01010_kWgZOuymy9Y_600x450.jpg
103,2 Bedrooms with Panoramic Views!,Mar  6,4745,2,0,991,,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment ,34.069900,-118.349200,https://images.craigslist.org/00D0D_gZNxfhck7sG_600x450.jpg
104,Open House - Easy Lenient Qualifying - 1 br/ 1 ba,Mar  6,1400,1,1,,"5910 Orange Ave, Long Beach, CA 90805",1. apartment 2. laundry on site 3. no smoking 4. street parking ,33.862173,-118.177402,https://images.craigslist.org/00404_6k3xSqvUIuV_600x450.jpg
105,1 Bed in Koreatown/Mid-Wilshire + Refrigerator + H/W Flrs + Must See,Mar  6,1650,1,1,,S. Normandie Ave at West 8th Street,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. laundry on site 5. street parking ,34.058011,-118.299908,https://images.craigslist.org/00p0p_fZAu9Q98mar_600x450.jpg
106,"SS Appliances, Granite Counters, 1 Bed in Baldwin Hills, Pool",Mar  6,1590,1,1,750,Potomac Avenue at Santa Rosalia Drive,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. laundry on site ,34.015212,-118.347009,https://images.craigslist.org/00505_5ZDMjLiVyUb_600x450.jpg
107,Micro Units Available!!! Call & Reserve Yours Today!!,Mar  6,1240,0,1,140,331 1/2 E 1st Street,1. apartment 2. laundry on site 3. no smoking 4. no parking ,34.061400,-118.238500,https://images.craigslist.org/00f0f_1wOuGB8TLGg_600x450.jpg
108,Rustic Hardwood Floors & Beautiful Brick Exterior!! Koreatown!!,Mar  6,1450,0,1,600,167 S. Normandie Ave.,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. laundry on site 5. no parking ,34.071800,-118.300608,https://images.craigslist.org/00I0I_7jS9FXsdfYN_600x450.jpg
109,Live Work Play in a chic 1x1 in DTLA!,Mar  6,2481,1,1,758,Hope St at 8th St.,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit 5. no smoking 6. attached garage ,34.046599,-118.259062,https://images.craigslist.org/01313_gmbs8MwYxB6_600x450.jpg
110,"High-Speed Internet, Rooftop Spa, Garage Parking",Mar  6,2022,1,1,632,1837 Whitley Avenue,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. laundry in bldg 5. attached garage ,34.103771,-118.333610,https://images.craigslist.org/00A0A_cDCWj8U2t39_600x450.jpg
111,++ GLENDALE 2 Bedroom 1.5 Bath | Fully Furnished | Leasing Specials ++,Mar  6,2950,2,15,1200,720 North Louise St.,1. cats are OK - purrr 2. dogs are OK - wooof 3. furnished 4. apartment 5. laundry on site ,34.156531,-118.252708,https://images.craigslist.org/00808_bEamHS9XIUK_600x450.jpg
112,Large 2 bedroom with parking Lynwood area,Mar  6,1450,2,1,,,1. apartment ,33.924100,-118.201300,
113,$1300 OFF- 2BED 2 BATH - THE GAREY BLDG.!,Mar  6,3286,2,2,1033,905 E. 2nd Street at Garey Street,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit 5. no smoking 6. attached garage 7. wheelchair accessible ,34.047212,-118.234880,https://images.craigslist.org/00k0k_e5uUOgvBYFx_600x450.jpg
114,2 bed. 1 bath parking &  laundry,Mar  6,1395,2,1,,,1. apartment ,33.921800,-118.139500,
115,Luxury 2-Bedroom unit with Balcony!! 4 Weeks free!,Mar  6,4900,2,2,1402,Hope St at 8th St.,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit 5. no smoking 6. attached garage ,34.046599,-118.259062,https://images.craigslist.org/00e0e_gBYtRhJEeSf_600x450.jpg
116,A great studio the size of a one bedroom! Great Price!,Mar  6,2069,0,1,700,,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. laundry in bldg 5. off-street parking ,34.069900,-118.349200,
117,The Most Convenient Apartment Community in DTLA,Mar  6,2420,1,1,674,1230 S. Olive Street,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit 5. no smoking 6. attached garage 7. wheelchair accessible ,34.039167,-118.262619,https://images.craigslist.org/01212_dseS0AeElgx_600x450.jpg
118,AMAZING ONE BEDROOM W DEN - CHECK US OUT! THE GAREY BLDG.!,Mar  6,2717,1,1,852,905 E. 2nd Street at Garey Street,1. cats are OK - purrr 2. dogs are OK - wooof 3. apartment 4. w/d in unit 5. no smoking 6. attached garage ,34.047212,-118.234880,https://images.craigslist.org/00k0k_e5uUOgvBYFx_600x450.jpg
